county_fips,state_code,region,as_weighted_avg20062011,ba_weighted_avg20062011,be_weighted_avg20062011,cd_weighted_avg20062011,cr_weighted_avg20062011,hg_weighted_avg20062011,se_weighted_avg20062011,u_weighted_avg20002011
46085,SD,CMW,3.81,67.55,0.14,0.04,1.37,0.14,0.83,0.35
46087,SD,CMW,0.89,13.33,0.14,0.04,2.53,0.14,1.82,0.35
46089,SD,CMW,0.35,53.2,0.14,0.04,0.06,0.14,1.1,0.35
46091,SD,CMW,0.38,44.1,0.14,0.04,1.99,0.14,1.04,0.35
46093,SD,CMW,2.22,114.27,0.14,0.04,3.15,0.14,2.29,0.58
46095,SD,CMW,4,69,0.14,0.04,1.4,0.14,0.8,0.35
46103,SD,CMW,0.86,40.12,0.21,0.13,0.49,0.15,4.22,1.72
46107,SD,CMW,0.35,53.2,0.14,0.04,0.06,0.14,1.1,0.35
46109,SD,CMW,2.14,39.94,0.14,0.04,7.5,0.14,0.45,0.35
46115,SD,CMW,0.35,52.85,0.14,0.04,0.06,0.14,1.1,0.35
46121,SD,CMW,3.59,83.02,0.14,0.04,1.28,0.14,0.77,1.86
46123,SD,CMW,4.85,80.99,0.14,0.04,2.75,0.14,1.65,0.35
46125,SD,CMW,0.58,15.07,0.14,0.04,2.65,0.14,1.67,0.35
46127,SD,CMW,0.42,16.83,0.14,0.04,4.14,0.14,0.64,0.35
46129,SD,CMW,0.35,49.07,0.14,0.04,0.22,0.14,1.1,0.35
46137,SD,CMW,2,42.2,0.14,0.04,5.6,0.14,2.1,0.35
47099,TN,SE,1.61,12.4,0.66,0.52,0.06,0.14,0.91,0.35
47149,TN,SE,1.31,14.72,0.58,0.11,0.29,0.14,0.96,0.35
48013,TX,SW,0.4,125.78,0.14,0.04,1.22,0.14,0.74,1.45
48047,TX,SW,1.29,87.07,0.14,0.04,1.44,0.14,12.88,11.6
48095,TX,SW,1.97,250.58,0.14,0.04,0.06,0.14,3.5,1
48117,TX,SW,3.17,40.27,0.14,0.04,0.06,0.14,7.66,16.16
48123,TX,SW,1.48,116.92,0.14,0.04,0.79,0.14,0.68,0.9
48131,TX,SW,21.56,44.77,0.14,0.04,5.55,0.14,6.2,13
48157,TX,SW,2.49,191.99,0.14,0.04,0.1,0.14,2.01,3.75
48171,TX,SW,0.79,114.93,0.14,0.04,4.61,0.14,2.41,4.08
48173,TX,SW,0.35,36.8,0.14,0.04,0.06,0.14,0.42,14.2
48201,TX,SW,2.92,182.35,0.14,0.04,0.06,0.14,1.57,10.25
48219,TX,SW,7.41,41.91,0.14,0.04,0.87,0.14,5.42,16.71
48229,TX,SW,14.17,33.84,0.14,0.04,4.78,0.14,17.1,20.31
48235,TX,SW,1.97,126.51,0.14,0.04,0.24,0.14,0.42,23
48243,TX,SW,3.18,24.28,0.14,0.04,0.06,0.14,0.42,4.85
48259,TX,SW,0.41,37.96,0.14,0.04,2.9,0.14,1.48,0.86
48261,TX,SW,6.45,24.2,0.14,0.04,1.86,0.14,20.43,30.51
48263,TX,SW,3.45,14.52,0.14,0.04,5.65,0.14,14.71,53.09
48265,TX,SW,0.6,90.21,0.14,0.05,2.81,0.14,1.34,3.92
48273,TX,SW,4.64,32.95,0.14,0.04,9.35,0.14,8.03,10.63
48305,TX,SW,5,136.72,0.14,0.04,0.31,0.14,11.53,19.12
48307,TX,SW,3.81,62.47,0.14,0.04,0.06,0.14,7.43,1.24
48319,TX,SW,1.48,107.15,0.14,0.04,0.06,0.14,0.42,3.09
48325,TX,SW,0.43,65.65,0.14,0.05,2.08,0.14,0.77,3.27
48341,TX,SW,0.35,63.5,0.14,0.04,1.5,0.14,4.38,5.54
48371,TX,SW,0.78,27.4,0.14,0.04,2.64,0.14,3.56,2.06
48383,TX,SW,0.35,27.75,0.14,0.04,0.54,0.14,5.11,10
48411,TX,SW,0.87,108.11,0.14,0.04,0.06,0.14,0.56,1.86
48421,TX,SW,2.14,46.58,0.14,0.04,0.06,0.14,4.84,14.82
48445,TX,SW,3.1,110.86,0.14,0.04,2.22,0.14,2.17,17.09
48451,TX,SW,4.7,255.35,0.14,0.04,0.06,0.14,9.19,3.6
48477,TX,SW,1.13,113.03,0.14,0.04,0.06,0.14,2.39,2.3
48497,TX,SW,0.72,70.4,0.14,0.04,1.03,0.14,1.03,17.97
49001,UT,SW,2.8,41.86,0.14,0.04,1.8,0.14,2.04,17.6
49035,UT,SW,2.72,90.82,0.14,0.05,0.67,0.19,2.22,11.97
49037,UT,SW,5.9,67.67,0.14,0.06,0.46,0.15,1.5,2.88
49049,UT,SW,1.01,58.8,0.14,0.04,0.49,0.14,2.52,5.27
49051,UT,SW,1.85,121.1,0.14,0.04,0.15,0.14,1.25,0.45
49053,UT,SW,4.51,89.42,0.14,0.04,0.44,0.16,1.85,14.79
50001,VT,NE,0.37,2.56,0.14,0.04,0.06,0.14,0.42,1.14
50003,VT,NE,0.37,23.65,0.14,0.04,0.17,0.48,0.42,0.63
50005,VT,NE,0.61,21.25,0.14,0.04,0.06,0.14,0.42,3.15
50007,VT,NE,0.37,1.45,0.15,0.04,0.06,0.14,0.42,0.52
50009,VT,NE,1.82,5.69,0.14,0.04,0.06,0.14,0.42,0.63
50011,VT,NE,0.61,2.34,0.14,0.04,0.06,0.14,0.42,0.61
50013,VT,NE,0.35,0.99,0.14,0.04,0.06,0.16,0.42,0.36
50015,VT,NE,0.54,6.7,0.14,0.04,0.06,0.14,0.42,0.77
50017,VT,NE,0.7,23.38,0.47,0.04,0.06,0.14,0.42,0.99
50019,VT,NE,3.85,10.74,0.14,0.04,0.06,0.14,0.42,0.54
50021,VT,NE,0.42,13.7,0.14,0.04,0.06,0.14,0.42,0.97
50025,VT,NE,0.41,16.05,0.14,0.04,0.14,0.31,0.44,1.4
50027,VT,NE,0.41,24.78,0.14,0.08,0.1,0.14,0.48,1.87
51015,VA,SE,0.35,29.09,0.14,0.14,0.1,0.14,0.42,0.54
51023,VA,SE,0.37,43.83,0.16,0.04,0.47,0.14,0.42,0.48
51033,VA,SE,0.35,6.03,0.14,0.04,0.16,0.14,0.42,0.51
51035,VA,SE,0.35,8.16,0.14,0.04,0.06,0.14,0.42,2.04
51037,VA,SE,0.35,11.85,0.14,0.04,0.2,0.14,0.42,2.6
51047,VA,SE,0.46,10.51,0.14,0.04,0.07,0.14,0.45,0.49
51057,VA,SE,0.36,2.01,0.14,0.04,0.06,0.14,0.42,0.35
51059,VA,SE,0.35,32.47,0.14,0.04,0.06,0.15,0.42,0.35
51065,VA,SE,0.35,11.09,0.14,0.04,0.06,0.14,0.42,0.37
51075,VA,SE,0.35,15,0.14,0.04,0.06,0.14,0.42,7.34
51079,VA,SE,0.35,15.84,0.14,0.04,0.62,0.14,0.42,0.35
51085,VA,SE,0.35,13.96,0.14,0.04,0.07,0.14,0.42,0.35
51099,VA,SE,0.35,2.87,0.14,0.04,0.06,0.14,0.42,0.35
51101,VA,SE,0.35,1.3,0.14,0.04,0.07,0.14,0.42,0.54
51103,VA,SE,0.48,10.51,0.15,0.05,0.79,0.14,0.42,0.36
51109,VA,SE,0.35,13.92,0.14,0.04,0.06,0.14,0.42,22.19
51113,VA,SE,0.42,12.15,0.14,0.04,0.46,0.14,0.42,0.35
51119,VA,SE,0.42,8.21,0.14,0.04,0.2,0.14,0.5,0.35
51127,VA,SE,0.64,1.15,0.14,0.04,0.06,0.14,0.42,0.35
51133,VA,SE,0.7,5.78,0.19,0.04,0.07,0.14,0.45,0.41
51137,VA,SE,0.35,12.85,0.14,0.04,0.06,0.14,0.42,0.35
51145,VA,SE,0.35,18.83,0.14,2.35,0.23,0.14,0.42,0.35
51159,VA,SE,0.36,6.86,0.14,0.04,0.06,0.14,0.42,0.44
51161,VA,SE,0.58,33.65,0.14,0.04,0.16,0.14,0.42,0.35
51193,VA,SE,0.45,4.17,0.14,0.04,0.08,0.14,0.42,0.35
51195,VA,SE,0.35,12.23,0.14,0.04,0.06,0.14,0.42,1.35
51600,VA,SE,0.35,28.5,0.14,0.04,0.06,0.14,0.42,0.83
51685,VA,SE,1.43,69.28,0.14,0.04,0.06,0.14,0.42,5.45
51740,VA,SE,0.35,30,0.14,0.04,0.06,0.14,0.42,0.35
51800,VA,SE,0.35,24.8,0.14,0.04,0.06,0.14,0.42,0.35
53011,WA,PNW,0.59,6.6,0.14,0.04,0.14,0.14,0.42,0.35
53065,WA,PNW,2.93,79.01,0.14,0.04,0.89,0.14,0.8,7.65
53073,WA,PNW,1.13,13.72,0.14,0.04,0.06,0.14,0.42,0.35
53075,WA,PNW,0.47,44.65,0.14,0.04,1.1,0.14,0.44,0.35
54037,WV,SE,0.42,39.95,0.14,0.05,1.39,0.14,0.43,0.35
54043,WV,SE,0.45,50.23,0.14,0.04,1.65,0.18,1.33,0.35
54059,WV,SE,0.42,39.78,0.14,0.04,0.46,0.14,0.86,0.64
54063,WV,SE,0.35,17.16,0.14,0.09,0.77,0.26,0.47,0.35
54067,WV,SE,0.35,19.14,0.14,0.04,0.06,0.14,0.42,0.35
54083,WV,SE,0.35,68.46,0.14,0.04,0.32,0.14,0.42,0.35
55001,WI,EMW,1.32,13.08,0.11,0.91,6.73,0.05,1.08,2.07
55007,WI,EMW,1.3,53.45,0.14,0.3,3.16,0.06,1.03,1.14
55009,WI,EMW,0.83,21.61,0.16,0.16,6.03,0.09,1.42,3.27
55019,WI,EMW,1.4,35.6,0.1,0.27,3.22,0.06,0.98,1.39
55021,WI,EMW,1.43,25.64,0.14,0.41,2.71,0.04,1.55,2.47
55025,WI,EMW,1.3,24.36,0.2,0.14,2.17,0.03,1.03,3.2
55027,WI,EMW,1.33,98.35,0.15,0.26,2.37,0.04,1.02,0.87
55037,WI,EMW,2.23,38.25,0.18,0.23,3.54,0.04,0.85,1
55039,WI,EMW,2.57,108.59,0.26,0.27,1.57,0.04,4.67,2.05
55041,WI,EMW,1.36,20.67,0.19,0.1,3.28,0.08,0.8,0.74
55045,WI,EMW,1.09,31.53,0.12,0.29,2.62,0.04,1,0.83
55047,WI,EMW,1.25,84.66,0.21,0.21,2.75,0.04,0.91,3.71
55049,WI,EMW,1.15,25.92,0.12,0.37,3.12,0.05,1.74,2.12
55055,WI,EMW,1.54,107.96,0.11,0.57,3.29,0.04,1.25,13.97
55063,WI,EMW,1.24,62.07,0.11,0.56,2.18,0.07,1.39,0.56
55078,WI,EMW,2.19,23.51,0.14,0.05,1.57,0.13,0.42,1.66
55079,WI,EMW,0.42,19.16,0.14,0.09,1.84,0.13,0.5,0.43
55081,WI,EMW,1.14,22.11,0.12,0.3,2.41,0.07,0.67,0.59
55085,WI,EMW,0.86,41.41,0.1,0.11,1.81,0.06,1.18,0.48
55087,WI,EMW,1.29,26.38,0.1,0.08,1.96,0.04,0.85,1.57
55089,WI,EMW,1.91,71.93,0.12,0.12,2.55,0.06,1.3,1.26
55095,WI,EMW,2.2,29.68,0.12,0.23,3.45,0.06,1.52,1.25
55097,WI,EMW,1.02,25.06,0.08,0.29,3.48,0.04,0.61,13.82
55099,WI,EMW,0.96,10.92,0.13,0.22,1.76,0.09,1.24,0.47
55105,WI,EMW,1.94,47.52,0.2,0.15,3.8,0.04,1.41,3.76
55107,WI,EMW,1.35,28.83,0.09,0.13,2.39,0.08,1.05,1.55
55109,WI,EMW,0.88,11.47,0.14,0.14,3.25,0.08,1.27,2.75
55111,WI,EMW,1.14,19.87,0.17,0.19,2.33,0.04,1.27,0.72
55113,WI,EMW,0.81,19.11,0.16,0.09,1.54,0.1,0.8,0.97
55117,WI,EMW,0.8,26.72,0.13,0.05,3.55,0.11,0.66,0.36
55121,WI,EMW,0.8,12.73,0.15,0.39,5.75,0.08,1.24,0.47
55123,WI,EMW,1.68,32.65,0.11,0.53,6.66,0.07,1.43,1.33
55127,WI,EMW,1.79,342.97,0.13,0.24,2.45,0.04,1,0.56
55129,WI,EMW,1.71,9.71,0.11,0.22,1.65,0.08,0.78,0.41
55131,WI,EMW,1.33,87.5,0.12,0.21,4.46,0.07,1.11,1.17
55133,WI,EMW,1.45,89.27,0.11,0.17,4.84,0.05,1.04,1.91
55139,WI,EMW,0.76,18.65,0.21,0.08,2.47,0.1,0.65,2.37
56005,WY,PNW,1.3,155.86,0.14,0.04,0.06,0.14,3.46,3.05
56009,WY,PNW,3.15,0.57,0.18,0.04,0.06,0.14,0.42,10.44
56011,WY,PNW,1.56,38.85,0.14,0.04,0.06,0.14,1.75,5.37
56013,WY,PNW,0.36,0.59,0.14,0.04,0.06,0.14,0.48,1.29
56015,WY,PNW,1.64,29.46,0.14,0.04,0.06,0.14,0.86,20.06
56021,WY,PNW,0.63,34.35,0.14,0.04,2.39,0.14,0.43,2.33
56025,WY,PNW,0.35,0.65,0.14,0.04,0.06,0.14,3.18,3.2
56027,WY,PNW,4.89,108.16,0.14,0.04,0.06,0.14,0.42,26.41
56031,WY,PNW,0.57,4.83,0.14,0.04,0.06,0.14,3.33,20.18
56035,WY,PNW,0.41,3.18,0.14,0.04,0.06,0.14,0.43,0.52
56037,WY,PNW,0.35,1.77,0.14,0.04,0.06,0.14,0.42,1.01
56045,WY,PNW,3.26,24.61,0.14,0.04,0.06,0.14,1.19,2.58
